Wed Apr  3 23:06:05 2019;1554325565.3360436;3.03196
Wed Apr  3 23:06:20 2019;1554325580.5292003;3.03158
Wed Apr  3 23:06:35 2019;1554325595.7107804;3.0312
Wed Apr  3 23:06:50 2019;1554325610.8975205;3.03081
Wed Apr  3 23:07:06 2019;1554325626.0835786;3.03044
Wed Apr  3 23:07:21 2019;1554325641.267289;3.03006
Wed Apr  3 23:07:36 2019;1554325656.4517872;3.02968
Wed Apr  3 23:07:51 2019;1554325671.6335804;3.02931
Wed Apr  3 23:08:06 2019;1554325686.8217196;3.02894
Wed Apr  3 23:08:22 2019;1554325702.0032277;3.02856
Wed Apr  3 23:08:37 2019;1554325717.1851103;3.02819
Wed Apr  3 23:08:52 2019;1554325732.3763828;3.02782
Wed Apr  3 23:09:07 2019;1554325747.5621922;3.02745
Wed Apr  3 23:09:22 2019;1554325762.7437766;3.02707
Wed Apr  3 23:09:37 2019;1554325777.92469;3.0267
Wed Apr  3 23:09:53 2019;1554325793.1156497;3.02633
Wed Apr  3 23:10:08 2019;1554325808.2923465;3.02597
Wed Apr  3 23:10:23 2019;1554325823.4739058;3.02559
Wed Apr  3 23:10:38 2019;1554325838.650095;3.02522
Wed Apr  3 23:10:53 2019;1554325853.8359594;3.02486
Wed Apr  3 23:11:09 2019;1554325869.0181713;3.02449
Wed Apr  3 23:11:24 2019;1554325884.203078;3.02413
Wed Apr  3 23:11:39 2019;1554325899.3822317;3.02376
Wed Apr  3 23:11:54 2019;1554325914.5612535;3.0234
Wed Apr  3 23:12:09 2019;1554325929.741698;3.02304
Wed Apr  3 23:12:24 2019;1554325944.9204407;3.02267
Wed Apr  3 23:12:40 2019;1554325960.1044;3.02231
Wed Apr  3 23:12:55 2019;1554325975.2823608;3.02195
Wed Apr  3 23:13:10 2019;1554325990.4600222;3.02159
Wed Apr  3 23:13:25 2019;1554326005.6361804;3.02123
Wed Apr  3 23:13:40 2019;1554326020.8130095;3.02087
Wed Apr  3 23:13:55 2019;1554326035.9986691;3.02051
Wed Apr  3 23:14:11 2019;1554326051.1771853;3.02016
Wed Apr  3 23:14:26 2019;1554326066.361414;3.0198
Wed Apr  3 23:14:41 2019;1554326081.5425916;3.01945
Wed Apr  3 23:14:56 2019;1554326096.724624;3.01909
Wed Apr  3 23:15:11 2019;1554326111.9032779;3.01874
Wed Apr  3 23:15:27 2019;1554326127.092897;3.01838
Wed Apr  3 23:15:42 2019;1554326142.2707758;3.01803
Wed Apr  3 23:15:57 2019;1554326157.4526432;3.01768
Wed Apr  3 23:16:12 2019;1554326172.634288;3.01733
Wed Apr  3 23:16:27 2019;1554326187.8105097;3.01698
Wed Apr  3 23:16:42 2019;1554326202.9861863;3.01663
Wed Apr  3 23:16:58 2019;1554326218.1715548;3.01628
Wed Apr  3 23:17:13 2019;1554326233.3516176;3.01593
Wed Apr  3 23:17:28 2019;1554326248.5365784;3.01558
Wed Apr  3 23:17:43 2019;1554326263.7173102;3.01523
Wed Apr  3 23:17:58 2019;1554326278.8939908;3.01489
Wed Apr  3 23:18:14 2019;1554326294.0718749;3.01454
Wed Apr  3 23:18:29 2019;1554326309.247662;3.01419
Wed Apr  3 23:18:44 2019;1554326324.4269779;3.01385
Wed Apr  3 23:18:59 2019;1554326339.612568;3.01351
Wed Apr  3 23:19:14 2019;1554326354.795065;3.01317
Wed Apr  3 23:19:29 2019;1554326369.9797387;3.01282
Wed Apr  3 23:19:45 2019;1554326385.1642997;3.01248
Wed Apr  3 23:20:00 2019;1554326400.3515792;3.01214
Wed Apr  3 23:20:15 2019;1554326415.53216;3.0118
Wed Apr  3 23:20:30 2019;1554326430.7100692;3.01146
Wed Apr  3 23:20:45 2019;1554326445.8889694;3.01113
Wed Apr  3 23:21:01 2019;1554326461.0674813;3.01079
Wed Apr  3 23:21:16 2019;1554326476.2482002;3.01045
Wed Apr  3 23:21:31 2019;1554326491.427979;3.01011
Wed Apr  3 23:21:46 2019;1554326506.6091745;3.00978
Wed Apr  3 23:22:01 2019;1554326521.7862406;3.00945
Wed Apr  3 23:22:16 2019;1554326536.9659564;3.00911
Wed Apr  3 23:22:32 2019;1554326552.1486185;3.00877
Wed Apr  3 23:22:47 2019;1554326567.3281593;3.00843
Wed Apr  3 23:23:02 2019;1554326582.513794;3.0081
Wed Apr  3 23:23:17 2019;1554326597.7004626;3.00777
Wed Apr  3 23:23:32 2019;1554326612.882598;3.00745
Wed Apr  3 23:23:48 2019;1554326628.0595899;3.00712
Wed Apr  3 23:24:03 2019;1554326643.2387757;3.00679
Wed Apr  3 23:24:18 2019;1554326658.4200394;3.00646
Wed Apr  3 23:24:33 2019;1554326673.5934117;3.00613
Wed Apr  3 23:24:48 2019;1554326688.769548;3.0058
Wed Apr  3 23:25:03 2019;1554326703.95088;3.00547
Wed Apr  3 23:25:19 2019;1554326719.136939;3.00514
Wed Apr  3 23:25:34 2019;1554326734.3221798;3.00481
Wed Apr  3 23:25:49 2019;1554326749.5009038;3.00449
Wed Apr  3 23:26:04 2019;1554326764.6822572;3.00416
Wed Apr  3 23:26:19 2019;1554326779.8645113;3.00384
Wed Apr  3 23:26:35 2019;1554326795.0503433;3.00351
Wed Apr  3 23:26:50 2019;1554326810.23165;3.00319
Wed Apr  3 23:27:05 2019;1554326825.4129727;3.00287
Wed Apr  3 23:27:20 2019;1554326840.597179;3.00253
Wed Apr  3 23:27:35 2019;1554326855.7754798;3.00221
Wed Apr  3 23:27:50 2019;1554326870.9557147;3.0019
Wed Apr  3 23:28:06 2019;1554326886.1416335;3.00157
Wed Apr  3 23:28:21 2019;1554326901.3186402;3.00125
Wed Apr  3 23:28:36 2019;1554326916.5002162;3.00093
Wed Apr  3 23:28:51 2019;1554326931.677239;3.0006
Wed Apr  3 23:29:06 2019;1554326946.864416;3.00028
Wed Apr  3 23:29:22 2019;1554326962.0421805;2.99997
Wed Apr  3 23:29:37 2019;1554326977.2216475;2.99965
Wed Apr  3 23:29:52 2019;1554326992.4020529;2.99934
Wed Apr  3 23:30:07 2019;1554327007.5832295;2.99902
Wed Apr  3 23:30:22 2019;1554327022.7656727;2.9987
Wed Apr  3 23:30:37 2019;1554327037.9511366;2.99838
Wed Apr  3 23:30:53 2019;1554327053.1380017;2.99807
Wed Apr  3 23:31:08 2019;1554327068.322325;2.99775
Wed Apr  3 23:31:23 2019;1554327083.5086472;2.99744
Wed Apr  3 23:31:38 2019;1554327098.6968083;2.99713
Wed Apr  3 23:31:53 2019;1554327113.8804302;2.99682
Wed Apr  3 23:32:09 2019;1554327129.0634136;2.9965
Wed Apr  3 23:32:24 2019;1554327144.2473772;2.99619
Wed Apr  3 23:32:39 2019;1554327159.4305732;2.99588
Wed Apr  3 23:32:54 2019;1554327174.613277;2.99556
Wed Apr  3 23:33:09 2019;1554327189.8002646;2.99526
Wed Apr  3 23:33:24 2019;1554327204.9846241;2.99495
Wed Apr  3 23:33:40 2019;1554327220.1726003;2.99464
Wed Apr  3 23:33:55 2019;1554327235.3558075;2.99432
Wed Apr  3 23:34:10 2019;1554327250.5422134;2.99402
Wed Apr  3 23:34:25 2019;1554327265.726271;2.99371
Wed Apr  3 23:34:40 2019;1554327280.9042306;2.9934
Wed Apr  3 23:34:56 2019;1554327296.085602;2.9931
Wed Apr  3 23:35:11 2019;1554327311.2729232;2.9928
Wed Apr  3 23:35:26 2019;1554327326.460242;2.99249
Wed Apr  3 23:35:41 2019;1554327341.6416023;2.99218
Wed Apr  3 23:35:56 2019;1554327356.827302;2.99188
Wed Apr  3 23:36:12 2019;1554327372.007114;2.99157
Wed Apr  3 23:36:27 2019;1554327387.1892009;2.99126
Wed Apr  3 23:36:42 2019;1554327402.3714345;2.99096
Wed Apr  3 23:36:57 2019;1554327417.5563188;2.99065
Wed Apr  3 23:37:12 2019;1554327432.7388957;2.99035
Wed Apr  3 23:37:27 2019;1554327447.921166;2.99005
